vector_type,vector_size,iteration,execution_time
0,25,1,0.000004
0,25,2,0.000003
0,25,3,0.000003
0,25,4,0.000002
0,25,5,0.000002
0,25,6,0.000002
0,25,7,0.000002
0,25,8,0.000002
0,25,9,0.000002
0,25,10,0.000002
0,100,1,0.000031
0,100,2,0.000030
0,100,3,0.000029
0,100,4,0.000029
0,100,5,0.000029
0,100,6,0.000028
0,100,7,0.000028
0,100,8,0.000027
0,100,9,0.000028
0,100,10,0.000027
0,500,1,0.000615
0,500,2,0.000594
0,500,3,0.000595
0,500,4,0.000563
0,500,5,0.000560
0,500,6,0.000558
0,500,7,0.000558
0,500,8,0.000558
0,500,9,0.000717
0,500,10,0.000591
0,1000,1,0.002263
0,1000,2,0.002638
0,1000,3,0.002221
0,1000,4,0.002154
0,1000,5,0.002147
0,1000,6,0.002181
0,1000,7,0.002411
0,1000,8,0.002289
0,1000,9,0.002309
0,1000,10,0.002310
0,2500,1,0.015353
0,2500,2,0.015064
0,2500,3,0.013643
0,2500,4,0.013418
0,2500,5,0.013880
0,2500,6,0.013432
0,2500,7,0.013519
0,2500,8,0.013422
0,2500,9,0.013501
0,2500,10,0.013731
0,5000,1,0.061132
0,5000,2,0.061841
0,5000,3,0.063371
0,5000,4,0.060818
0,5000,5,0.064023
0,5000,6,0.079679
0,5000,7,0.069924
0,5000,8,0.071589
0,5000,9,0.072065
0,5000,10,0.067176
0,7500,1,0.157744
0,7500,2,0.176432
0,7500,3,0.186721
0,7500,4,0.178266
0,7500,5,0.153234
0,7500,6,0.157995
0,7500,7,0.152153
0,7500,8,0.154775
0,7500,9,0.155867
0,7500,10,0.151858
0,10000,1,0.292333
0,10000,2,0.291273
0,10000,3,0.279779
0,10000,4,0.283275
0,10000,5,0.287358
0,10000,6,0.290952
0,10000,7,0.286368
0,10000,8,0.285305
0,10000,9,0.304895
0,10000,10,0.286060
0,15000,1,0.679036
0,15000,2,0.706169
0,15000,3,0.674425
0,15000,4,0.687475
0,15000,5,0.679944
0,15000,6,0.684473
0,15000,7,0.675740
0,15000,8,0.694739
0,15000,9,0.671060
0,15000,10,0.687478
0,20000,1,1.295490
0,20000,2,1.305587
0,20000,3,1.266463
0,20000,4,1.245464
0,20000,5,1.413288
0,20000,6,1.237801
0,20000,7,1.259464
0,20000,8,1.240046
0,20000,9,1.239839
0,20000,10,1.228060
0,25000,1,1.972709
0,25000,2,1.964735
0,25000,3,1.971029
0,25000,4,1.961407
0,25000,5,1.972845
0,25000,6,1.948299
0,25000,7,1.983376
0,25000,8,1.967325
0,25000,9,1.979884
0,25000,10,2.003499
0,30000,1,2.870085
0,30000,2,2.863678
0,30000,3,2.824276
0,30000,4,2.830870
0,30000,5,2.851187
0,30000,6,2.866795
0,30000,7,2.833060
0,30000,8,2.840343
0,30000,9,2.850492
0,30000,10,2.829915
0,35000,1,4.178675
0,35000,2,4.064219
0,35000,3,3.901238
0,35000,4,3.927785
0,35000,5,3.878302
0,35000,6,3.957424
0,35000,7,4.104925
0,35000,8,3.962696
0,35000,9,3.930841
0,35000,10,3.912694
0,40000,1,5.188200
0,40000,2,5.171826
0,40000,3,5.465883
0,40000,4,5.243295
0,40000,5,5.123212
0,40000,6,5.142831
0,40000,7,5.621748
0,40000,8,5.123841
0,40000,9,5.161006
0,40000,10,5.214940
0,45000,1,6.513783
0,45000,2,6.519864
0,45000,3,6.578064
0,45000,4,6.497436
0,45000,5,7.063388
0,45000,6,6.659937
0,45000,7,6.691451
0,45000,8,6.680918
0,45000,9,6.513468
0,45000,10,6.573372
0,50000,1,8.131583
0,50000,2,8.261126
0,50000,3,8.277363
0,50000,4,8.025600
0,50000,5,8.224479
0,50000,6,8.052334
0,50000,7,8.066944
0,50000,8,8.265808
0,50000,9,8.274732
0,50000,10,8.304300
