vector_type,vector_size,iteration,execution_time
0,25,1,0.000003
0,25,2,0.000003
0,25,3,0.000002
0,25,4,0.000009
0,25,5,0.000003
0,25,6,0.000002
0,25,7,0.000003
0,25,8,0.000002
0,25,9,0.000002
0,25,10,0.000002
0,100,1,0.000010
0,100,2,0.000010
0,100,3,0.000013
0,100,4,0.000008
0,100,5,0.000011
0,100,6,0.000009
0,100,7,0.000010
0,100,8,0.000011
0,100,9,0.000009
0,100,10,0.000009
0,500,1,0.000039
0,500,2,0.000033
0,500,3,0.000040
0,500,4,0.000034
0,500,5,0.000034
0,500,6,0.000034
0,500,7,0.000031
0,500,8,0.000035
0,500,9,0.000032
0,500,10,0.000032
0,1000,1,0.000070
0,1000,2,0.000061
0,1000,3,0.000078
0,1000,4,0.000065
0,1000,5,0.000061
0,1000,6,0.000061
0,1000,7,0.000061
0,1000,8,0.000062
0,1000,9,0.000072
0,1000,10,0.000077
0,2500,1,0.000206
0,2500,2,0.000148
0,2500,3,0.000148
0,2500,4,0.000213
0,2500,5,0.000172
0,2500,6,0.000151
0,2500,7,0.000224
0,2500,8,0.000150
0,2500,9,0.000181
0,2500,10,0.000205
0,5000,1,0.000409
0,5000,2,0.000483
0,5000,3,0.000466
0,5000,4,0.000375
0,5000,5,0.000438
0,5000,6,0.000414
0,5000,7,0.000370
0,5000,8,0.000371
0,5000,9,0.000510
0,5000,10,0.000416
0,7500,1,0.000741
0,7500,2,0.000638
0,7500,3,0.000653
0,7500,4,0.000955
0,7500,5,0.000841
0,7500,6,0.000716
0,7500,7,0.000691
0,7500,8,0.000728
0,7500,9,0.000655
0,7500,10,0.000718
0,10000,1,0.001056
0,10000,2,0.000901
0,10000,3,0.000937
0,10000,4,0.000875
0,10000,5,0.000922
0,10000,6,0.000893
0,10000,7,0.000899
0,10000,8,0.000937
0,10000,9,0.000860
0,10000,10,0.000874
0,15000,1,0.001430
0,15000,2,0.001502
0,15000,3,0.001623
0,15000,4,0.001477
0,15000,5,0.001483
0,15000,6,0.001718
0,15000,7,0.001358
0,15000,8,0.001590
0,15000,9,0.001379
0,15000,10,0.001637
0,20000,1,0.001985
0,20000,2,0.002658
0,20000,3,0.002680
0,20000,4,0.002107
0,20000,5,0.002114
0,20000,6,0.002135
0,20000,7,0.002018
0,20000,8,0.002117
0,20000,9,0.001761
0,20000,10,0.001748
0,25000,1,0.002670
0,25000,2,0.002403
0,25000,3,0.002180
0,25000,4,0.002362
0,25000,5,0.002422
0,25000,6,0.002726
0,25000,7,0.002613
0,25000,8,0.002388
0,25000,9,0.002383
0,25000,10,0.002284
0,30000,1,0.002904
0,30000,2,0.002847
0,30000,3,0.002836
0,30000,4,0.003200
0,30000,5,0.003134
0,30000,6,0.003383
0,30000,7,0.003317
0,30000,8,0.003495
0,30000,9,0.003257
0,30000,10,0.002886
0,35000,1,0.003256
0,35000,2,0.003605
0,35000,3,0.003795
0,35000,4,0.003974
0,35000,5,0.003723
0,35000,6,0.003728
0,35000,7,0.004312
0,35000,8,0.004001
0,35000,9,0.003767
0,35000,10,0.005274
0,40000,1,0.004705
0,40000,2,0.004287
0,40000,3,0.004352
0,40000,4,0.005598
0,40000,5,0.004736
0,40000,6,0.003778
0,40000,7,0.004036
0,40000,8,0.004518
0,40000,9,0.004529
0,40000,10,0.004454
0,45000,1,0.004460
0,45000,2,0.004574
0,45000,3,0.004387
0,45000,4,0.004599
0,45000,5,0.005422
0,45000,6,0.008776
0,45000,7,0.005055
0,45000,8,0.005439
0,45000,9,0.006637
0,45000,10,0.005141
0,50000,1,0.004648
0,50000,2,0.006328
0,50000,3,0.005790
0,50000,4,0.005784
0,50000,5,0.005948
0,50000,6,0.005960
0,50000,7,0.005724
0,50000,8,0.004867
0,50000,9,0.005782
0,50000,10,0.006512
0,55000,1,0.006070
0,55000,2,0.005777
0,55000,3,0.006139
0,55000,4,0.006067
0,55000,5,0.005398
0,55000,6,0.005929
0,55000,7,0.006619
0,55000,8,0.006281
0,55000,9,0.005557
0,55000,10,0.005602
0,60000,1,0.007832
0,60000,2,0.006433
0,60000,3,0.008287
0,60000,4,0.007103
0,60000,5,0.008100
0,60000,6,0.006596
0,60000,7,0.006445
0,60000,8,0.006481
0,60000,9,0.007070
0,60000,10,0.007874
0,65000,1,0.008844
0,65000,2,0.011969
0,65000,3,0.008701
0,65000,4,0.010710
0,65000,5,0.006891
0,65000,6,0.006883
0,65000,7,0.008026
0,65000,8,0.007221
0,65000,9,0.007007
0,65000,10,0.008113
0,70000,1,0.008043
0,70000,2,0.008121
0,70000,3,0.007760
0,70000,4,0.007843
0,70000,5,0.007999
0,70000,6,0.008466
0,70000,7,0.009490
0,70000,8,0.011986
0,70000,9,0.008041
0,70000,10,0.008393
0,75000,1,0.009310
0,75000,2,0.011375
0,75000,3,0.008457
0,75000,4,0.009609
0,75000,5,0.009377
0,75000,6,0.009090
0,75000,7,0.008855
0,75000,8,0.009109
0,75000,9,0.009989
0,75000,10,0.010502
0,80000,1,0.012746
0,80000,2,0.008955
0,80000,3,0.011255
0,80000,4,0.010275
0,80000,5,0.014075
0,80000,6,0.010244
0,80000,7,0.010130
0,80000,8,0.010956
0,80000,9,0.011514
0,80000,10,0.010514
0,85000,1,0.009698
0,85000,2,0.011187
0,85000,3,0.011256
0,85000,4,0.012144
0,85000,5,0.011364
0,85000,6,0.012755
0,85000,7,0.021434
0,85000,8,0.011540
0,85000,9,0.012138
0,85000,10,0.016099
0,90000,1,0.014916
0,90000,2,0.014014
0,90000,3,0.010802
0,90000,4,0.012918
0,90000,5,0.012684
0,90000,6,0.013394
0,90000,7,0.015899
0,90000,8,0.014776
0,90000,9,0.017599
0,90000,10,0.013922
0,95000,1,0.013887
0,95000,2,0.012850
0,95000,3,0.012427
0,95000,4,0.014078
0,95000,5,0.014450
0,95000,6,0.013769
0,95000,7,0.015719
0,95000,8,0.014143
0,95000,9,0.014026
0,95000,10,0.015629
0,100000,1,0.013134
0,100000,2,0.015920
0,100000,3,0.017274
0,100000,4,0.015220
0,100000,5,0.016229
0,100000,6,0.016541
0,100000,7,0.017353
0,100000,8,0.015283
0,100000,9,0.019357
0,100000,10,0.015638
