vector_type,vector_size,iteration,execution_time
0,25,1,0.000002
0,25,2,0.000002
0,25,3,0.000002
0,25,4,0.000002
0,25,5,0.000002
0,25,6,0.000002
0,25,7,0.000001
0,25,8,0.000001
0,25,9,0.000002
0,25,10,0.000002
0,100,1,0.000013
0,100,2,0.000013
0,100,3,0.000014
0,100,4,0.000012
0,100,5,0.000013
0,100,6,0.000013
0,100,7,0.000013
0,100,8,0.000013
0,100,9,0.000013
0,100,10,0.000013
0,500,1,0.000317
0,500,2,0.000314
0,500,3,0.000320
0,500,4,0.000206
0,500,5,0.000201
0,500,6,0.000306
0,500,7,0.000201
0,500,8,0.000203
0,500,9,0.000217
0,500,10,0.000200
0,1000,1,0.000759
0,1000,2,0.000738
0,1000,3,0.000758
0,1000,4,0.000841
0,1000,5,0.000805
0,1000,6,0.000799
0,1000,7,0.000757
0,1000,8,0.000737
0,1000,9,0.000766
0,1000,10,0.000759
0,2500,1,0.005019
0,2500,2,0.006733
0,2500,3,0.005105
0,2500,4,0.005179
0,2500,5,0.004777
0,2500,6,0.004677
0,2500,7,0.004670
0,2500,8,0.004690
0,2500,9,0.004940
0,2500,10,0.004676
0,5000,1,0.018819
0,5000,2,0.018674
0,5000,3,0.018920
0,5000,4,0.018723
0,5000,5,0.026217
0,5000,6,0.020961
0,5000,7,0.018739
0,5000,8,0.019039
0,5000,9,0.020619
0,5000,10,0.022291
0,7500,1,0.045700
0,7500,2,0.045440
0,7500,3,0.046395
0,7500,4,0.044862
0,7500,5,0.043769
0,7500,6,0.044232
0,7500,7,0.043540
0,7500,8,0.043204
0,7500,9,0.044503
0,7500,10,0.067361
0,10000,1,0.081423
0,10000,2,0.079422
0,10000,3,0.079369
0,10000,4,0.075313
0,10000,5,0.084260
0,10000,6,0.075127
0,10000,7,0.076472
0,10000,8,0.074680
0,10000,9,0.080245
0,10000,10,0.077580
0,15000,1,0.175128
0,15000,2,0.176037
0,15000,3,0.171436
0,15000,4,0.172549
0,15000,5,0.173046
0,15000,6,0.173764
0,15000,7,0.194092
0,15000,8,0.170680
0,15000,9,0.181120
0,15000,10,0.174497
0,20000,1,0.316172
0,20000,2,0.308921
0,20000,3,0.312370
0,20000,4,0.306997
0,20000,5,0.301428
0,20000,6,0.303920
0,20000,7,0.309506
0,20000,8,0.393550
0,20000,9,0.322326
0,20000,10,0.312257
0,25000,1,0.483577
0,25000,2,0.482641
0,25000,3,0.487012
0,25000,4,0.484719
0,25000,5,0.490787
0,25000,6,0.487362
0,25000,7,0.482122
0,25000,8,0.479674
0,25000,9,0.490458
0,25000,10,0.499126
0,30000,1,0.703728
0,30000,2,0.730846
0,30000,3,0.699639
0,30000,4,0.716948
0,30000,5,0.708470
0,30000,6,0.690279
0,30000,7,0.695295
0,30000,8,0.690079
0,30000,9,0.688930
0,30000,10,0.696367
0,35000,1,0.947014
0,35000,2,0.927813
0,35000,3,0.923569
0,35000,4,0.934953
0,35000,5,0.941382
0,35000,6,0.940677
0,35000,7,0.953759
0,35000,8,0.951933
0,35000,9,0.938359
0,35000,10,0.934042
0,40000,1,1.241541
0,40000,2,1.236378
0,40000,3,1.229959
0,40000,4,1.226555
0,40000,5,1.227944
0,40000,6,1.235835
0,40000,7,1.240714
0,40000,8,1.220588
0,40000,9,1.230081
0,40000,10,1.225774
0,45000,1,1.554616
0,45000,2,1.539974
0,45000,3,1.565275
0,45000,4,1.550170
0,45000,5,1.559319
0,45000,6,1.575121
0,45000,7,1.565606
0,45000,8,1.604682
0,45000,9,1.554494
0,45000,10,1.566063
0,50000,1,1.925308
0,50000,2,1.918525
0,50000,3,1.917439
0,50000,4,1.904088
0,50000,5,1.917763
0,50000,6,1.909236
0,50000,7,1.923839
0,50000,8,1.937362
0,50000,9,1.927802
0,50000,10,1.919574
